2025/12/15 14:07:19 [error] 24#24: *49 connect() failed (111: Connection refused) while connecting to upstream, client: 172.18.0.10, server: , request: "GET /api/users/by-email/user1@gmail.com HTTP/1.1", upstream: "http://172.18.0.7:8000/api/users/by-email/user1@gmail.com", host: "api-gateway"
2025/12/15 14:07:33 [error] 24#24: *53 connect() failed (111: Connection refused) while connecting to upstream, client: 172.18.0.10, server: , request: "GET /api/users/by-email/user2@gmail.com HTTP/1.1", upstream: "http://172.18.0.7:8000/api/users/by-email/user2@gmail.com", host: "api-gateway"
2025/12/17 02:09:55 [error] 25#25: *4 open() "/etc/nginx/html/api/user1@gmail.com" failed (2: No such file or directory), client: 172.18.0.11, server: , request: "GET /api/user1@gmail.com HTTP/1.1", host: "api-gateway"
2025/12/17 02:27:45 [error] 23#23: *2 connect() failed (113: Host is unreachable) while connecting to upstream, client: 172.18.0.1, server: , request: "POST /api/orders/ HTTP/1.1", upstream: "http://172.18.0.11:8005/api/orders/", host: "localhost"
2025/12/17 02:28:06 [error] 23#23: *2 connect() failed (113: Host is unreachable) while connecting to upstream, client: 172.18.0.1, server: , request: "POST /api/orders/ HTTP/1.1", upstream: "http://172.18.0.11:8005/api/orders/", host: "localhost"
2026/01/08 10:45:55 [error] 32#32: *1 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.18.0.2, server: , request: "GET / HTTP/1.1", host: "localhost"
2026/01/14 12:28:43 [error] 24#24: *2 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *3 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *6 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *7 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *1 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *4 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *8 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *5 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
2026/01/14 12:28:43 [error] 24#24: *10 "/etc/nginx/html/index.html" is not found (2: No such file or directory), client: 172.20.0.1, server: , request: "GET / HTTP/1.1", host: "172.20.10.3:8888"
